exp_id,current_state_code,res_access_m,light_i,light_r,light_abs_r,min_temp
21,1,1,-0.9753,-0.0012,-0.5554,-0.8711
21,1,1,-0.5385,1.1754,0.7905,-0.8711
21,3,1,0.3247,2.3239,2.1043,-0.8711
21,1,1,1.102,2.0926,1.8397,-0.7551
21,1,1,1.1888,0.2325,-0.2881,-0.3491
21,1,1,1.1888,-0.0012,-0.5554,-0.3491
21,1,1,1.1888,-0.0012,-0.5554,-0.3491
21,1,1,1.1888,-0.0012,-0.5554,-0.3491
21,1,1,1.1888,-0.0012,-0.5554,-0.3491
21,1,1,1.1888,-0.0012,-0.5554,-0.3491
21,3,1,1.0786,-0.2981,-0.2158,-0.3491
21,1,1,0.2981,-2.1034,1.8492,-0.3491
21,1,1,-0.5668,-2.3308,2.1094,-0.3491
21,1,1,-0.9753,-1.1017,0.7035,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.5222,1.2194,0.8408,-0.3491
21,1,1,0.3424,2.3276,2.1085,-0.3491
21,1,1,1.1216,2.0975,1.8453,-0.3491
21,1,1,1.1888,0.1799,-0.3483,-0.2331
21,1,1,1.1888,-0.0012,-0.5554,-0.2331
21,1,1,1.1888,-0.0012,-0.5554,-0.2331
21,1,1,1.1888,-0.0012,-0.5554,-0.2331
21,1,1,1.1888,-0.0012,-0.5554,-0.2331
21,1,1,1.1888,-0.0012,-0.5554,-0.2331
21,1,1,1.1015,-0.2365,-0.2863,-0.2331
21,1,1,0.3197,-2.1069,1.8533,-0.2331
21,1,1,-0.5462,-2.3336,2.1126,-0.2331
21,1,1,-0.9753,-1.1571,0.7668,-0.2331
21,1,1,-0.9753,-0.0012,-0.5554,-0.2331
21,1,1,-0.9753,-0.0012,-0.5554,-0.2331
21,1,1,-0.9753,-0.0012,-0.5554,-0.2331
21,1,1,-0.9753,-0.0012,-0.5554,-0.2331
21,1,1,-0.9753,-0.0012,-0.5554,-0.2331
21,1,1,-0.9753,-0.0012,-0.5554,-0.1751
21,1,1,-0.9753,-0.0012,-0.5554,-0.1751
21,1,1,-0.9753,-0.0012,-0.5554,-0.1461
21,1,1,-0.9753,-0.0012,-0.5554,-0.1461
21,1,1,-0.9753,-0.0012,-0.5554,-0.1461
21,1,1,-0.9753,-0.0012,-0.5554,-0.1461
21,1,1,-0.5053,1.2648,0.8928,-0.1171
21,1,1,0.3607,2.3313,2.1127,-0.1171
21,1,1,1.1416,2.1024,1.8509,0.0569
21,1,1,1.1888,0.1258,-0.4101,0.1439
21,1,1,1.1888,-0.0012,-0.5554,0.1729
21,3,1,1.1888,-0.0012,-0.5554,0.3469
21,1,1,1.1888,-0.0012,-0.5554,0.4629
21,1,1,1.1888,-0.0012,-0.5554,0.4629
21,1,1,1.1888,-0.0012,-0.5554,0.4629
21,1,1,1.1246,-0.1743,-0.3574,0.4629
21,1,1,0.3414,-2.1106,1.8575,0.4629
21,3,1,-0.5255,-2.3364,2.1158,0.4629
21,3,1,-0.9753,-1.2127,0.8304,0.4629
21,3,1,-0.9753,-0.0012,-0.5554,0.4629
21,3,1,-0.9753,-0.0012,-0.5554,0.4629
21,3,1,-0.9753,-0.0012,-0.5554,0.4629
21,1,1,-0.9753,-0.0012,-0.5554,0.4629
21,3,1,-0.9753,-0.0012,-0.5554,0.4919
21,3,1,-0.9753,-0.0012,-0.5554,0.4919
21,3,1,-0.9753,-0.0012,-0.5554,0.4919
21,3,1,-0.9753,-0.0012,-0.5554,0.4919
21,3,1,-0.9753,-0.0012,-0.5554,0.4919
21,3,1,-0.9753,-0.0012,-0.5554,0.4919
21,3,1,-0.9753,-0.0012,-0.5554,0.4919
21,3,1,-0.4879,1.3117,0.9464,0.4919
21,3,1,0.3794,2.3349,2.1169,0.4919
21,3,1,1.1622,2.1073,1.8565,0.6659
21,3,1,1.1888,0.0704,-0.4734,0.7239
21,3,1,1.1888,-0.0012,-0.5554,0.7239
21,3,1,1.1888,-0.0012,-0.5554,0.7239
21,3,1,1.1888,-0.0012,-0.5554,0.7239
21,3,1,1.1888,-0.0012,-0.5554,0.7239
21,2,1,1.1888,-0.0012,-0.5554,0.7239
21,2,1,1.1478,-0.1116,-0.4291,0.7239
21,2,1,0.3633,-2.1144,1.8618,0.7239
21,2,1,-0.5048,-2.3394,2.1192,0.7239
21,2,1,-0.9753,-1.2687,0.8945,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.7239
21,2,1,-0.9753,-0.0012,-0.5554,0.6659
21,2,1,-0.47,1.3599,1.0016,0.5789
21,2,1,0.3987,2.3386,2.1211,0.5789
21,2,1,1.1833,2.1122,1.8621,0.5789
21,2,1,1.1888,0.0137,-0.5384,0.5789
21,2,1,1.1888,-0.0012,-0.5554,0.5789
21,2,1,1.1888,-0.0012,-0.5554,0.5789
21,3,1,1.1888,-0.0012,-0.5554,0.5789
21,3,1,1.1888,-0.0012,-0.5554,0.5789
21,3,1,1.1888,-0.0012,-0.5554,0.5789
21,3,1,1.1713,-0.0484,-0.5014,0.5789
21,3,1,0.3853,-2.1183,1.8663,0.5789
21,3,1,-0.4839,-2.3423,2.1226,0.4339
21,3,1,-0.9753,-1.325,0.9589,0.4339
21,3,1,-0.9753,-0.0012,-0.5554,0.4049
21,3,1,-0.9753,-0.0012,-0.5554,0.3469
21,2,1,-0.9753,-0.0012,-0.5554,0.3179
21,3,1,-0.9753,-0.0012,-0.5554,0.3179
21,3,1,-0.9753,-0.0012,-0.5554,0.0859
21,2,1,-0.9753,-0.0012,-0.5554,0.0569
21,2,1,-0.9753,-0.0012,-0.5554,-0.0591
21,2,1,-0.9753,-0.0012,-0.5554,-0.1171
21,2,1,-0.9753,-0.0012,-0.5554,-0.1171
21,2,1,-0.9753,-0.0012,-0.5554,-0.1461
21,2,1,-0.9753,-0.0012,-0.5554,-0.3201
21,2,1,-0.4516,1.4096,1.0584,-0.3491
21,3,1,0.4185,2.3422,2.1252,-0.3491
21,3,1,1.1888,2.0738,1.8182,-0.3491
21,3,1,1.1888,-0.0012,-0.5554,-0.3491
21,3,1,1.1888,-0.0012,-0.5554,-0.3491
21,3,1,1.1888,-0.0012,-0.5554,-0.3491
21,3,1,1.1888,-0.0012,-0.5554,-0.3491
21,3,1,1.1888,-0.0012,-0.5554,-0.3491
21,3,1,1.1888,-0.0012,-0.5554,-0.3491
21,3,1,1.1888,-0.0012,-0.5554,-0.3491
21,1,1,0.4075,-2.1058,1.8521,-0.3491
21,1,1,-0.4628,-2.3454,2.1261,-0.3491
21,1,1,-0.9753,-1.3816,1.0236,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,1,1,-0.9753,-0.0012,-0.5554,-0.3491
21,3,1,-0.9753,-0.0012,-0.5554,-0.3491
21,3,1,-0.9753,-0.0012,-0.5554,-0.3491
21,2,1,-0.9753,-0.0012,-0.5554,-0.3491
21,2,1,-0.9753,-0.0012,-0.5554,-0.3491
21,2,1,-0.9753,-0.0012,-0.5554,-0.3491
21,2,1,-0.9753,-0.0012,-0.5554,-0.3491
21,2,1,-0.4326,1.4606,1.1167,-0.3201
21,2,1,0.4387,2.3458,2.1293,-0.3201
21,3,1,1.1888,2.0192,1.7557,-0.3201
21,3,1,1.1888,-0.0012,-0.5554,-0.3201
21,3,0,1.1888,-0.0012,-0.5554,-0.3201
21,3,0,1.1888,-0.0012,-0.5554,-0.3201
21,3,0,1.1888,-0.0012,-0.5554,-0.3201
21,3,0,1.1888,-0.0012,-0.5554,-0.3201
21,3,0,1.1888,-0.0012,-0.5554,-0.3201
21,3,0,1.1888,-0.0012,-0.5554,-0.3201
21,1,0,0.4297,-2.0459,1.7835,-0.3201
21,1,0,-0.4417,-2.3485,2.1296,-0.3201
21,3,0,-0.9753,-1.4385,1.0887,-0.3201
21,3,0,-0.9753,-0.0012,-0.5554,-0.3201
21,1,0,-0.9753,-0.0012,-0.5554,-0.3201
21,1,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.9753,-0.0012,-0.5554,-0.2911
21,2,0,-0.9753,-0.0012,-0.5554,-0.2911
21,2,0,-0.9753,-0.0012,-0.5554,-0.2911
21,2,0,-0.9753,-0.0012,-0.5554,-0.2331
21,2,0,-0.9753,-0.0012,-0.5554,-0.2331
21,2,0,-0.9753,-0.0012,-0.5554,-0.2331
21,2,0,-0.9753,-0.0012,-0.5554,-0.2331
21,2,0,-0.9753,-0.0012,-0.5554,-0.1751
21,2,0,-0.4132,1.5129,1.1766,-0.0011
21,2,0,0.4595,2.3494,2.1334,-0.0881
21,2,0,1.1888,1.9633,1.6918,-0.1461
21,2,0,1.1888,-0.0012,-0.5554,-0.1461
21,2,0,1.1888,-0.0012,-0.5554,-0.1461
21,2,0,1.1888,-0.0012,-0.5554,-0.1461
21,2,0,1.1888,-0.0012,-0.5554,-0.1461
21,2,0,1.1888,-0.0012,-0.5554,-0.1461
21,2,0,1.1888,-0.0012,-0.5554,-0.1461
21,2,0,1.1888,-0.0012,-0.5554,-0.1461
21,2,0,0.4521,-1.9856,1.7145,-0.1461
21,3,0,-0.4205,-2.3517,2.1332,-0.1461
21,3,0,-0.9753,-1.4956,1.154,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.9753,-0.0012,-0.5554,-0.1461
21,3,0,-0.3933,1.5665,1.2379,-0.1461
21,3,0,0.4807,2.3529,2.1375,-0.1461
21,3,0,1.1888,1.9061,1.6264,-0.0591
21,3,0,1.1888,-0.0012,-0.5554,0.2309
21,3,0,1.1888,-0.0012,-0.5554,0.2309
21,3,0,1.1888,-0.0012,-0.5554,0.2309
21,3,0,1.1888,-0.0012,-0.5554,0.2309
21,3,0,1.1888,-0.0012,-0.5554,0.2309
21,3,0,1.1888,-0.0012,-0.5554,0.2309
21,3,0,1.1888,-0.0012,-0.5554,0.2309
21,3,0,0.4746,-1.9251,1.6453,0.2309
21,3,0,-0.3993,-2.3549,2.1369,0.2309
21,2,0,-0.9753,-1.5529,1.2196,0.2309
21,2,0,-0.9753,-0.0012,-0.5554,0.2309
21,2,0,-0.9753,-0.0012,-0.5554,0.2309
21,2,0,-0.9753,-0.0012,-0.5554,0.2309
21,3,0,-0.9753,-0.0012,-0.5554,0.2309
21,3,0,-0.9753,-0.0012,-0.5554,0.2309
21,3,0,-0.9753,-0.0012,-0.5554,0.2309
21,3,0,-0.9753,-0.0012,-0.5554,0.2019
21,3,0,-0.9753,-0.0012,-0.5554,0.1729
21,2,0,-0.9753,-0.0012,-0.5554,0.1439
21,2,0,-0.9753,-0.0012,-0.5554,0.1439
21,2,0,-0.9753,-0.0012,-0.5554,0.1439
21,2,0,-0.3729,1.6215,1.3008,0.0279
21,3,0,0.5024,2.3564,2.1415,0.0279
21,3,0,1.1888,1.8477,1.5595,-0.0011
21,3,0,1.1888,-0.0012,-0.5554,-0.0011
21,3,0,1.1888,-0.0012,-0.5554,-0.0011
21,3,0,1.1888,-0.0012,-0.5554,-0.0011
21,3,0,1.1888,-0.0012,-0.5554,-0.0011
21,3,0,1.1888,-0.0012,-0.5554,-0.0011
21,3,0,1.1888,-0.0012,-0.5554,-0.0011
21,3,0,1.1888,-0.0012,-0.5554,-0.0011
21,3,0,0.4971,-1.8643,1.5757,-0.0011
21,3,0,-0.3779,-2.3581,2.1406,-0.0011
21,2,0,-0.9753,-1.6105,1.2854,-0.0011
21,2,0,-0.9753,-0.0012,-0.5554,-0.0011
21,2,0,-0.9753,-0.0012,-0.5554,-0.0011
21,2,0,-0.9753,-0.0012,-0.5554,-0.0011
21,2,0,-0.9753,-0.0012,-0.5554,-0.0011
21,2,0,-0.9753,-0.0012,-0.5554,-0.0301
21,2,0,-0.9753,-0.0012,-0.5554,-0.0301
21,2,0,-0.9753,-0.0012,-0.5554,-0.0301
21,2,0,-0.9753,-0.0012,-0.5554,-0.0301
21,2,0,-0.9753,-0.0012,-0.5554,-0.0301
21,2,0,-0.9753,-0.0012,-0.5554,-0.0301
21,2,0,-0.9753,-0.0012,-0.5554,-0.0591
21,2,0,-0.352,1.6777,1.3651,-0.1171
21,3,0,0.5246,2.3599,2.1454,-0.1171
21,3,0,1.1888,1.788,1.4913,-0.1171
21,3,0,1.1888,-0.0012,-0.5554,-0.1171
21,3,0,1.1888,-0.0012,-0.5554,-0.1171
21,3,0,1.1888,-0.0012,-0.5554,-0.1171
21,3,0,1.1888,-0.0012,-0.5554,-0.1171
21,3,0,1.1888,-0.0012,-0.5554,-0.1171
21,3,0,1.1888,-0.0012,-0.5554,-0.1171
21,3,0,1.1888,-0.0012,-0.5554,-0.1171
21,1,0,0.5198,-1.8032,1.5059,-0.1171
21,2,0,-0.3564,-2.3614,2.1444,-0.1171
21,2,0,-0.9753,-1.6682,1.3515,-0.2621
21,2,0,-0.9753,-0.0012,-0.5554,-0.2911
21,2,0,-0.9753,-0.0012,-0.5554,-0.2911
21,2,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.9753,-0.0012,-0.5554,-0.2911
21,3,0,-0.3307,1.7351,1.4308,-0.2911
21,3,0,0.5472,2.3633,2.1494,-0.2911
